"x","y"
771852.027196289,6887649.56993331
771847.199596605,6887459.63776306
771305.543695076,6887796.44319464
771609.928527706,6887587.09609644
771498.370800277,6887746.08433761
771445.433363098,6887559.71408239
771281.232807772,6887771.26541494
771340.714288528,6887896.75215571
771337.379392323,6887850.86259643
771317.768901524,6887897.3566185
771430.121938682,6887740.90586171
771390.974194456,6887651.90381488
771275.1013388,6887859.00407967
771349.674418561,6887915.23590754
771594.560252886,6887730.64315558
771227.6,6887667.9
771378.090891526,6887898.73825559
771596.045117942,6887657.75231235
771322.892856769,6887875.89144802
800176.841370573,6886874.02903777
799866.477348792,6886307.71662539
800099.835278989,6886752.47923027
797163.264368997,6886391.07693581
797108.504324268,6886396.60143795
797202.451964648,6886384.35788845
797170.962852924,6886353.70868197
785876.558001366,6886861.97973291
785658.523679541,6886865.1903976
785779.469436195,6886993.44367267
785716.590332347,6886876.11449708
785915.765950423,6886563.25695219
786130.167491137,6886571.72369999
786070.118030883,6886739.05468478
785970.797320763,6886590.68869343
785727.813174098,6886851.06899151
785716.222792323,6886842.50032963
786000.753968597,6886821.30583644
785977.45,6887026.6
785979.470142193,6886841.22379838
785820.928398289,6886979.24357738
785718.842031961,6887047.06569633
785799.853746439,6886986.66067532
785966.79403084,6887039.38245392
786111.77925041,6886550.02408058
786049.087775386,6887001.32132704
785965.253031195,6886721.71716696
785903.249650762,6886528.27996649
785924.694976674,6886591.24482352
785976.568229167,6886571.48515625
785408.503253924,6886963.24991871
785521.613033617,6886932.30575956
785517.619403408,6886909.40296525
784443.866546849,6886801.38003834
784170.229895172,6886607.14692225
784116.159819464,6886653.16552277
784436.649288753,6886789.86640566
784423.18932243,6886796.12383178
783984.534253907,6886797.26596018
776295.768589955,6886873.10052753
776796.137371283,6886758.15841143
772780.943452233,6886796.38240625
801042.296005171,6885302.85467472
800981.034139154,6885312.83296496
801054.993658593,6885287.71419992
796486.885797226,6885923.09387879
800996.340612998,6885304.42417948
794547.202077282,6885986.62805553
794598.818080014,6885985.09034589
794620.4,6885948.8
794707.009246063,6885529.92236298
794708.233745558,6885508.18011372
794619.313975245,6885612.2035262
794589.947498463,6885935.41122478
794562.354007422,6885723.75871841
794220.27075616,6885936.08042335
794438.482095626,6885642.51237708
788033.877188826,6885725.97161
788158.437471264,6885676.98735632
788207.501464235,6885892.77629606
787983.414464181,6885736.25287966
788129.992243342,6885710.5602112
788140.648068985,6885675.0023935
788001.429916898,6885868.06629732
787953.722961133,6885896.13735837
787770.207134098,6885862.29777826
787921.525313768,6885869.4340112
787879.967101974,6885900.91910587
787934.405387005,6885816.79103781
776659.383734462,6886267.93329044
776687.134493244,6886290.52552019
776396.93181288,6886076.52873364
776411.62484513,6885700.79456673
776285.829326754,6885734.31797674
776338.799012346,6886174.58259259
776338.871715373,6886188.86014439
776410.2377943,6885599.62763321
776376.447808148,6885927.71406223
775177.949965043,6885648.0045444
775000.724143193,6885791.10913715
775218.183435618,6885616.90051521
774935.769520823,6885675.34017699
775019.776795019,6885793.6043144
774785.529686815,6885798.96983653
774589.396716017,6885797.78525934
774818.106226473,6885761.34949639
774689.296384952,6885765.22862992
774811.751416252,6885753.95960862
774586.249838576,6885775.53317048
771826.123207053,6885783.39580653
770876.494241626,6885880.02999624
770848.919734535,6886021.91912514
770831.264700781,6885949.39964344
770788.854130509,6885698.51194745
770736.649567337,6886252.18062933
770749.710758464,6885760.12652292
770760.490601991,6885910.72913578
802420.301242236,6885153.86293996
801394.040184138,6884934.27399527
801083.157102138,6884938.42605601
801091.463489181,6884970.72826449
801142.899019608,6885163.67535014
800996.234173852,6884973.69542334
801069.751433408,6884959.19655359
801016.846301925,6884848.06079027
800993.399224384,6884835.41160702
800951.549184783,6884815.68161232
800975.573142749,6884825.06462291
800894.264433433,6884790.99505007
776906.633333333,6884920.79642857
776537.827326568,6885402.58894589
776540.421032371,6885382.53427463
776721.753279425,6885417.711696
774971.520412462,6885423.3490449
776251.900662621,6885458.58436214
772536.464010624,6884761.11115538
773749.376954732,6885074.93758573
770880.755693869,6885342.3521911
770889.005903399,6885408.64404293
770941.920478443,6885349.87961616
771531.012380952,6884983.70761905
770652.175330468,6885483.54090761
770884.443643576,6885429.33245846
770694.738227158,6885380.30358465
770717.450065712,6885406.71788924
801502.944226168,6884125.83064173
801777.429643441,6883654.60615456
786478.41100438,6883885.68815889
786857.493821679,6884050.68719941
787021.624982307,6884071.28551545
786478.928772627,6883845.08252693
786454.471109673,6883853.84484788
786454.062516734,6883787.07958501
786507.523992674,6883871.39468864
786340.135844749,6883778.0283105
786428.90563437,6883808.84942147
786439.414657159,6883829.33600421
786513.81054986,6883947.30687377
786800.341702432,6883909.96003114
786541.54656522,6883930.13619921
786589.293364138,6883903.78632236
786532.135589438,6883909.61833395
782237.779700499,6884253.69927898
782312.73131213,6884306.48088416
782305.376154992,6884285.65426211
782269.086711771,6884235.95193685
782254.555337637,6884258.15354601
786492.761955522,6883906.03539514
786504.283121981,6883833.16763285
786500.339725183,6883923.49499661
782152.618445192,6883896.99159618
782259.87383778,6884197.57789991
782280.415065617,6884295.84031496
782276.360134371,6884266.25379006
782239.94529095,6884287.4449224
782279.417005968,6884200.82400511
782258.3,6884294
782240.702901894,6884195.99877898
782303.938778619,6884263.05632207
782297.682876712,6884243.78409437
782250.47659729,6884229.56497661
782210.613053541,6884219.96951913
782176.421239705,6884173.77984395
782177.590329562,6884268.62071972
782155.814944678,6884165.51413433
782221.397256093,6884281.20204672
782199.653620466,6884274.06038732
782196,6884178.75
781563.800064098,6884139.24796487
782149.668244965,6884199.93030004
781542.762237794,6884112.00846996
782170.997307866,6884205.58286346
782218.164045539,6884251.03369517
781594.597684308,6884175.84163594
781579.720617805,6884164.6125831
781501.375253424,6884111.95952718
782219.56652076,6884186.50410804
781569.015192768,6884153.82082396
